title,author,rating,isbn,language,pages,ratings_count,reviews_count,year,publisher
The Rainbow,D.H. Lawrence/Daphne Merkin,3.69,0451530306,eng,544,15840,462,5/5/2009,Signet
Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,4.04,0345452887,eng,560,13592,897,8/3/2004,Ballantine Books
The Scarlet Pimpernel,Emmuska Orczy/Margaret Brantley,4.07,0743487745,en-US,358,348,67,7/1/2004,Simon  Schuster
Adventures of the Scarlet Pimpernel,Emmuska Orczy,4.03,0899664598,eng,256,15,0,12/1/1983,Buccaneer Books
Love's Enduring Promise (Love Comes Softly  #2),Janette Oke,4.19,0764228498,eng,239,10835,311,11/1/2003,Bethany House Publishers
Of Human Bondage,W. Somerset Maugham/Benjamin DeMott/Maeve Binchy,4.13,0451530179,eng,684,37531,2201,1/2/2007,Signet
Phantoms in the Brain: Probing the Mysteries of the Human Mind,V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks,4.26,0688172172,eng,352,15190,532,8/18/1999,William Morrow Paperbacks
Mangoes & Curry Leaves: Culinary Travels Through the Great Subcontinent,Jeffrey Alford/Naomi Duguid,4.18,1579652522,eng,416,631,23,11/1/2005,Artisan
Curry: A Tale of Cooks and Conquerors,Lizzie Collingham,3.9,0195172418,eng,315,753,111,2/6/2006,Oxford University Press  USA
50 Great Curries of India,Camellia Panjabi,4.15,1904920357,eng,224,209,29,12/30/2005,Kyle Books
Curries Without Worries,Sudha Koul/Warner Books,3.93,0446670782,eng,160,35,4,3/1/1996,Grand Central Publishing
In Search of Duende,Federico García Lorca/Norman Thomas di Giovanni,4.3,0811213765,eng,99,616,36,4/17/1998,New Directions
The Selected Poems of Federico García Lorca,Federico García Lorca,4.32,0811200914,mul,180,236,23,6/1/1955,New Directions Publishing Corporation
Lorca & Jimenez: Selected Poems,Federico García Lorca/Juan Ramón Jiménez/Robert Bly,4.34,0807062138,eng,208,114,8,4/30/1997,Beacon Press
Also sprach Zarathustra: Ein Buch für Alle und Keinen.,Friedrich Nietzsche,4.06,337901706X,ger,371,2,0,7/1/2000,Reclam  Leipzig
Seminar on Nietzsche's Zarathustra,C.G. Jung/James L. Jarrett,4.38,0691017387,eng,352,19,2,11/23/1997,Princeton University Press
The Polar Express,Chris Van Allsburg,4.3,061861169X,en-US,32,88,13,10/19/2005,HMH Books for Young Readers
Trip To The North Pole (The Polar Express: The Movie),Ellen Weiss/Doyle Partners/Robert Zemeckis,3.62,061847790X,eng,128,55,7,10/12/2004,HMH Books for Young Readers
Blow Fly (Kay Scarpetta  #12),Patricia Cornwell,3.77,0425198731,eng,467,31942,732,9/7/2004,Berkley
The Gift of the Magi and Other Short Stories,O. Henry,4.15,0486270610,eng,96,4616,133,2/5/1992,Dover Publications
James and the Giant Peach,Roald Dahl/Nancy Ekholm Burkert,4.01,0553150324,eng,154,215,16,1/1/1978,Bantam Skylark
Ten Short Stories Book & Cd Pack (Penguin Student Editions),Roald Dahl,3.84,0140817786,eng,208,9,0,3/30/2000,Penguin Classics
The Ultramarines Omnibus (Ultramarines #1-3),Graham McNeill,3.97,1844164039,eng,768,1691,67,12/19/2008,Games Workshop
Star Wars Omnibus: X-Wing Rogue Squadron  Vol. 2,Michael A. Stackpole/Jan Strnad/Ryder Windham/Jordi Ensign/John Nadeau/Gary Erskine,3.88,1593076193,eng,288,325,12,10/24/2006,Dark Horse Comics
The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,3.77,1844164160,eng,767,790,37,12/26/2006,Games Workshop(uk)
James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,0141311355,eng,160,1251,91,4/5/1998,Puffin
James and the Giant Peach: a Play,Richard R. George/Roald Dahl,4.0,0142407917,en-GB,91,344,22,2/1/2007,Puffin Books
James & The Giant Peach (Disney's),Roald Dahl/Karey Kirkpatrick/Lane Smith,4.03,0140382976,eng,48,1073,32,7/4/1996,Puffin
The Progress of Love,Alice Munro,4.14,0375724702,eng,320,2128,115,12/12/2000,Vintage
A Memoir of Jane Austen and Other Family Recollections,J.E. Austen Leigh/Caroline Austen/Henry Austen/Anna Austen Lefroy/Kathryn Sutherland,3.83,0192840746,eng,352,892,33,12/5/2002,Oxford University Press
The Jane Austen Cookbook,Maggie Black/Deirdre Le Faye,3.93,0771014171,eng,128,275,26,5/10/2002,McClelland & Stewart
The Complete Novels,Jane Austen/Karen Joy Fowler,4.55,0143039504,eng,1278,425,39,3/28/2006,Penguin Classics
The Cambridge Companion to Jane Austen,Edward Copeland/Juliet McMaster,4.09,0521498678,en-US,251,320,21,5/13/1997,Cambridge University Press
The Man Who Loved Jane Austen (The Man Who Loved Jane Austen #1),Sally Smith O'Rourke,3.37,075821037X,eng,303,1745,229,4/1/2006,Kensington
Jane Austen: A Life,Carol Shields,3.85,0143035169,eng,192,2279,173,5/31/2005,Penguin Books
The Complete Novels of Jane Austen,Jane Austen,4.55,1840220554,eng,1431,924,28,1/5/2005,Wordsworth Editions
Persuasion,Jane Austen/Gillian Beer,4.14,0141439688,eng,325,5236,544,4/29/2003,Penguin Classics
The History of England,Jane Austen/Cassandra Austen/Deirdre Le Faye/A.S. Byatt,3.89,1565120558,eng,60,991,88,1/10/1993,Algonquin Books
Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,3.86,0553578170,eng,320,1999,112,11/3/2009,Bantam
Dante: Poet of the Secular World,Erich Auerbach/Ralph Manheim/Michael Dirda,4.25,1590172191,eng,202,169,13,1/16/2007,NYRB Classics
Me Alquilo Para Soñar (Taller de Guión  #62),Gabriel García Márquez,3.83,1400092965,spa,224,141,17,3/2/2004,Debolsillo
Silent Running,James F. Calvert,4.17,047119705X,eng,320,344,28,10/15/1997,Wiley
La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,Gabriel García Márquez,3.9,9681317084,spa,157,90,7,5/30/2004,Editorial Diana
The Story of a Shipwrecked Sailor,Gabriel García Márquez/Randolf Hogan,3.78,067972205X,eng,128,462,44,3/13/1989,Vintage
El Dia Que Nietzsche Lloró,Irvin D. Yalom,4.32,9875801445,spa,445,66,4,10/24/2006,Planeta
Zur Genealogie der Moral,Friedrich Nietzsche,4.11,3150071232,ger,187,103,4,1/31/1998,Reclam
Nietzche and Philosophy,Gilles Deleuze/Michael Hardt,4.17,0231138768,eng,256,50,1,5/16/2006,Columbia University Press
The Will to Power,Friedrich Nietzsche/Walter Kaufmann/R.J. Hollingdale,4.05,0394704371,eng,575,7931,132,8/17/2011,Vintage Books
The Story of Philosophy: The Lives and Opinions of the World's Greatest Philosophers,Will Durant,4.12,0671739166,eng,704,10553,550,1/1/1991,Pocket Books
The Oxford Companion to Philosophy,Ted Honderich,4.15,0199264791,en-GB,1056,51,3,5/26/2005,Oxford University Press  USA
South Park and Philosophy: You Know  I Learned Something Today,Robert Arp,3.43,1405161604,eng,273,1135,37,11/22/2006,Blackwell Publishers
Superheroes and Philosophy: Truth  Justice  and the Socratic Way,Tom Morris/William Irwin,3.87,0812695739,en-US,300,754,38,4/20/2005,Open Court
The Simpsons and Philosophy: The D'oh! of Homer,William Irwin/Aeon J. Skoble/Mark T. Conard,3.47,0812694333,eng,256,2039,135,2/28/2001,Open Court
Philosophy for Dummies,Tom Morris,3.65,0764551531,eng,361,532,47,9/17/1999,For Dummies
The Philosophy of Andy Warhol (From A to B and Back Again),Andy Warhol,3.74,0156717204,eng,272,33697,402,4/6/1977,Mariner Books
Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,4.48,0812694554,eng,243,11422,78,9/10/2004,Open Court
Philosophy of Religion: An Anthology,Louis P. Pojman,3.94,0534543642,en-US,582,97,7,5/7/2002,Wadsworth Publishing Company
A History of Philosophy 1: Greece and Rome,Frederick Charles Copleston,4.1,0826468950,en-GB,544,20,4,6/1/2003,Bloomsbury Academic
Western Philosophy: An Anthology,John Cottingham,4.04,0631186271,eng,656,71,7,11/14/1996,Wiley-Blackwell
Star Wars and Philosophy: More Powerful than You Can Possibly Imagine,Kevin S. Decker/Jason T. Eberl/William Irwin/George Lucas/William O. Stephens/Walter Ritoku Robinson/Richard H. Dees/Judith A. Barad/Elizabeth F. Cooke/Richard Hanley/Jerold J. Abrams/Robert Arp/Jan-Erik Jones,4.05,0812695836,eng,227,1774,35,3/23/2005,Open Court
Bullshit and Philosophy,Gary L. Hardcastle/George A. Reisch,3.68,0812696115,en-US,288,72,9,10/25/2006,Open Court
The Consolation of Philosophy,Boethius/Victor Watts,3.98,0140447806,eng,192,8318,373,11/25/1999,Penguin Classics
Philosophy of Mind: Classical and Contemporary Readings,David J. Chalmers,4.08,019514581X,eng,675,435,14,7/25/2002,Oxford University Press  USA
The Undead and Philosophy: Chicken Soup for the Soulless,Richard V. Greene/K. Silem Mohammad,3.7,0812696018,en-US,288,196,18,8/29/2006,Open Court
Philosophy in a Time of Terror: Dialogues with Jürgen Habermas and Jacques Derrida,Jürgen Habermas/Jacques Derrida/Giovanna Borradori,3.89,0226066665,eng,208,439,17,9/1/2004,University of Chicago Press
An Introduction to Political Philosophy,Jonathan Wolff,4.11,019929609X,eng,215,767,44,3/1/2006,Oxford University Press  USA
A Source Book in Indian Philosophy,Sarvepalli Radhakrishnan/Charles Alexander Moore/Kapila/Nandalal Sinha/Kautilya/R. Shamasastry/Manu/Georg Bühler/Patañjali/Rama Prasada/Nāgārjuna/Hermann Oldenberg/Susumu Yamaguchi/Ganganatha Jha/Ramanuja/George Thibaut/Pratap Chandra Ray/Edward J. Thomas,4.13,0691019584,eng,720,148,7,4/21/1967,Princeton University Press
Philosophy: The Basics,Nigel Warburton,3.84,0203506413,eng,169,830,70,7/1/2004,Routledge
A Young Person's Guide To Philosophy,Jeremy Weate/Peter Lawman,3.92,0789430746,eng,64,58,8,9/21/1998,DK Children
Philosophy in the Flesh: The Embodied Mind and its Challenge to Western Thought,George Lakoff/Mark  Johnson,4.07,0465056741,eng,640,1145,56,10/8/1999,Basic Books
Practical Philosophy,Immanuel Kant/Mary J. Gregor,4.1,0521654084,eng,704,288,3,12/8/1999,Cambridge University Press
Discourse on Method and Meditations on First Philosophy,René Descartes/Donald A. Cress,3.71,0872204200,eng,103,24689,326,6/15/1999,Hackett Publishing Company  Inc.
Readings in Classical Chinese Philosophy,Philip J. Ivanhoe/Bryan W. Van Norden,3.99,0872207803,eng,416,341,21,12/1/2005,Hackett Publishing Company  Inc.
Logic and Philosophy: A Modern Introduction,Alan Hausman/Paul Tidman,3.78,0495128449,eng,525,9,0,6/1/2006,Cengage Learning
History of Political Philosophy,Leo Strauss/Joseph Cropsey,4.17,0226777103,eng,980,441,27,11/30/1987,University of Chicago Press
What Is Ancient Philosophy?,Pierre Hadot/Michael Chase,4.19,0674013735,eng,384,400,42,3/15/2004,Belknap Press
Lectures on the History of Philosophy 1: Greek Philosophy to Plato,Georg Wilhelm Friedrich Hegel/E.S. Haldane/Frederick C. Beiser,4.05,0803272715,en-GB,487,54,5,6/1/1995,University of Nebraska Press
Seinfeld and Philosophy,William Irwin,3.5,0812694090,en-US,224,914,50,8/20/1999,Open Court
Introduction to the Philosophies of Research and Criticism in Education and the Social Sciences,James   Paul,2.75,0130422533,eng,360,4,1,10/18/2004,Pearson
Introducing Philosophy,Dave Robinson/Chris Garratt/Judy Groves,3.56,184046576X,en-GB,176,241,21,8/8/2000,Icon Books
The Matrix and Philosophy: Welcome to the Desert of the Real,William Irwin/Gerald J. Erion/Barry  Smith/Carolyn Korsmeyer/Jonathan J. Sanford/Jason Holt/Theodore Schick Jr./Gregory Bassham/James Lawler/David Mitsuo Nixon,3.91,081269502X,eng,280,1947,71,8/28/2002,Open Court
A Short History of Modern Philosophy (Routledge Classics),Roger Scruton,3.8,0415267633,eng,328,348,23,11/11/2001,Routledge
Ancient Philosophy,Anthony Kenny,3.98,0198752725,eng,341,260,20,11/30/2006,Oxford University Press  USA
Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard/Aeon J. Skoble/Tom Morris/William Irwin,3.75,0812694538,eng,250,293,9,8/9/2004,Open Court
Three Philosophies of Life: Ecclesiastes—Life As Vanity  Job—Life As Suffering  Song of Songs—Life As Love,Peter Kreeft,4.3,0898702623,eng,140,437,52,6/1/1990,Ignatius Press
Philosophy of Religion,John Harwood Hick,3.68,0136626289,en-US,160,180,11,11/20/1989,Pearson
Early Greek Philosophy,Jonathan Barnes,4.09,0140448152,eng,336,2088,44,9/26/2002,Penguin Books
Contemporary Political Philosophy,Will Kymlicka,4.0,0198782748,eng,512,594,17,10/25/2001,Oxford University Press  USA
Buffy the Vampire Slayer and Philosophy: Fear and Trembling in Sunnydale,James B. South/William Irwin,4.06,0812695313,eng,335,2519,85,3/13/2003,Open Court
Philosophy: The Classics,Nigel Warburton,3.89,0415356296,eng,257,337,26,7/9/1998,Routledge
The Oxford Handbook of Philosophy of Mathematics and Logic,Stewart Shapiro,4.25,0195325923,eng,832,19,1,3/1/2007,Oxford University Press  USA
Three Books of Occult Philosophy,Cornelius Agrippa/Donald Tyson,4.1,0875428320,eng,1024,1245,28,1/8/1992,Llewellyn Publications
Philosophy Made Simple,Robert Hellenga,3.39,031601334X,eng,304,501,84,3/1/2007,Back Bay Books
The Philosophy of Biology,David L. Hull/Michael Ruse,3.89,0198752121,eng,784,14,3,8/27/1998,Oxford University Press  USA
Ten Great Works of Philosophy,Robert Paul Wolff/René Descartes/David Hume/Immanuel Kant/John Stuart Mill/William  James/Plato/Aristotle/Anselm of Canterbury/Thomas Aquinas/Various,3.74,0451528301,en-US,592,95,11,3/1/2002,Signet
Philosophy and the Mirror of Nature,Richard M. Rorty,4.01,0691020167,eng,424,2815,48,1/21/1981,Princeton University Press
The Best American Sports Writing 2003,Buzz Bissinger/Glenn Stout/Elizabeth Gilbert/Bill Plaschke/Gary Smith/Michael J. Agovino,3.87,0618251324,eng,352,53,2,10/10/2003,Mariner Books
Walking the Bible: A Journey by Land Through the Five Books of Moses,Bruce Feiler,3.87,0060838639,eng,451,2539,331,8/2/2005,William Morrow Paperbacks
Mac OS X: Tiger Edition (The Missing Manual),David Pogue,3.79,0596009410,eng,864,96,6,7/19/2005,O'Reilly Media
Astonishing X-Men  Volume 2: Dangerous,Joss Whedon/John Cassaday,4.19,078511677X,eng,152,10769,282,6/27/2007,Marvel
FINAL FANTASY X Official Strategy Guide,Dan Birlew,4.29,0744001404,eng,272,388,10,12/17/2001,BradyGames
Ultimate X-Men  Vol. 14: Phoenix?,Robert Kirkman/Ben Oliver/Tom Raney,3.7,078512019X,eng,144,1409,28,10/4/2006,Marvel
Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,4.17,0785115315,eng,152,24262,557,5/10/2006,Marvel
Cross-X,Joe  Miller,3.8,0374131945,eng,480,189,40,10/3/2006,Farrar Straus Giroux
Astonishing X-Men  Volume 3: Torn,Joss Whedon/John Cassaday,4.24,0785117598,eng,152,8900,241,2/14/2007,Marvel
X/1999  Volume 01: Prelude,CLAMP,3.96,1569319499,eng,200,3138,68,4/30/2003,VIZ Media LLC
X/1999  Volume 02: Overture,CLAMP/Fred Burke,4.03,1569319502,en-US,192,1092,10,4/30/2003,VIZ Media LLC
鋼之鍊金術師 1,Hiromu Arakawa/荒川弘/方郁仁,4.5,9861146091,zho,183,9,1,6/1/2004,東立
鋼之鍊金術師 6,Hiromu Arakawa/荒川弘/方郁仁,4.58,9861146148,zho,191,5,0,6/2/2004,東立
鋼之鍊金術師 10,Hiromu Arakawa/荒川弘/方郁仁,4.6,9861156534,zho,188,3,0,3/23/2005,東立
鋼之鍊金術師 4,Hiromu Arakawa/荒川弘/方郁仁,4.55,9861146121,zho,189,5,0,6/2/2004,東立
鋼之鍊金術師 9,Hiromu Arakawa/荒川弘/方郁仁,4.57,9861156526,zho,184,4,0,12/16/2004,東立
鋼之鍊金術師 5,Hiromu Arakawa/荒川弘/方郁仁,4.56,986114613X,zho,189,6,0,6/2/2004,東立
鋼之鍊金術師 2,Hiromu Arakawa/荒川弘/方郁仁,4.52,9861146105,zho,185,5,0,6/1/2004,東立
鋼之鍊金術師 7,Hiromu Arakawa/荒川弘/方郁仁,4.57,9861146156,zho,191,5,0,6/12/2004,東立
The Gospel According to Job,Mike Mason,4.46,158134449X,eng,448,138,19,10/3/2002,Crossway Books
Avid Editing: A Guide for Beginning and Intermediate Users,Sam Kauffmann,3.83,0240805410,en-US,414,5,0,3/17/2003,Focal Press
The Complete Poems (Poetry Library),D.H. Lawrence,4.01,1853264172,eng,704,1564,25,8/5/1994,Wordsworth Editions
Complete Short Stories  Vol 2,D.H. Lawrence,4.03,0670000965,en-GB,303,85,8,7/10/1961,Penguin/Viking Compass (Non-Classics)
D.H. Lawrence and Italy: Twilight in Italy/Sea and Sardinia/Etruscan Places,D.H. Lawrence,3.68,0141180307,eng,512,199,12,7/1/1997,Penguin Classics
The Complete Poems,D.H. Lawrence/Vivian de Sola Pinto/Warren Roberts,4.01,0140186573,eng,1088,62,3,1/1/1994,Penguin Classics
Sons and Lovers,D.H. Lawrence/Geoff Dyer,3.63,0375753737,eng,654,39333,1250,8/17/1999,Modern Library Classics
The Woman Who Rode Away and Other Stories,D.H. Lawrence/Christa Jansohn,3.49,0521294304,eng,556,27,1,8/8/2002,Cambridge University Press
Amnesia Moon,Jonathan Lethem,3.49,015603154X,eng,256,2953,230,8/8/2005,Mariner Books
Paul Revere's Ride,David Hackett Fischer,4.12,0195098315,eng,464,3907,208,4/19/1995,Oxford University Press  USA
The Great Wave: Price Revolutions and the Rhythm of History,David Hackett Fischer,3.97,019512121X,eng,552,204,33,11/11/1999,Oxford University Press  USA
Growing Old in America: The Bland-Lee Lectures Delivered at Clark University,David Hackett Fischer,4.06,0195023668,eng,252,17,1,4/1/1978,Oxford University Press  USA
Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,3.38,0231121911,eng,192,172,10,12/27/2000,Columbia University Press
The All-True Travels and Adventures of Lidie Newton,Jane Smiley,3.57,0449910830,eng,452,2149,256,12/29/1998,Ballantine Books
The Age of Grief,Jane Smiley,3.81,0385721870,eng,224,1389,123,6/11/2002,Anchor
A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,1400033179,eng,304,696,49,4/19/2005,Anchor
Venetia,Georgette Heyer,4.1,0373771665,eng,364,10067,789,10/24/2006,Hqn
Lady of Quality,Georgette Heyer,3.88,0099474468,eng,267,5927,458,6/2/2005,Arrow
False Colours,Georgette Heyer,3.86,0099476339,eng,303,4457,330,6/2/2005,Arrow
Sylvester,Georgette Heyer/Joan Wolf,4.11,0373836082,eng,410,10231,636,4/23/2004,Harlequin
The Convenient Marriage,Georgette Heyer,3.68,0099474425,eng,272,9272,861,1/6/2005,Arrow
Sprig Muslin,Georgette Heyer,3.81,0099476355,eng,268,5030,406,6/2/2005,Arrow
The Talisman Ring,Georgette Heyer,4.02,0099474395,eng,268,5550,478,1/6/2005,Arrow
The Nonesuch,Georgette Heyer,4.04,0099474387,eng,304,7204,460,1/6/2005,Arrow
The Foundling,Georgette Heyer/Kay Hooper,3.87,0373835493,eng,406,3716,270,3/25/2003,Harlequin
Ali and Nino,Kurban Said/Jenia Graman,3.92,0099283220,eng,237,147,22,10/5/2000,Vintage/Ebury
Ali und Nino,Kurban Said,3.92,3548601316,ger,304,39,2,2/1/2002,List
Last Rights (Francis Hancock #1),Barbara Nadel,3.53,0755321367,eng,352,132,15,1/2/2006,Headline
Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51,1933397497,eng,448,772,99,10/1/2006,Felony & Mayhem
Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99,0747267197,eng,448,301,24,7/1/2002,Headline
After the Mourning (Francis Hancock #2),Barbara Nadel,3.42,0755321383,eng,352,104,11,12/28/2006,Headline
Spiritual Midwifery,Ina May Gaskin,4.38,1570671044,eng,482,5166,429,1/1/2002,Book Publishing Company (TN)
Monday Night Class,Stephen Gaskin,3.89,1570671818,en-US,191,59,4,7/31/2005,Book Publishing Company
Summer of the Dragon,Elizabeth Peters,3.92,0380731223,eng,352,2419,102,3/6/2001,HarperCollins
Devil May Care,Elizabeth Peters,3.87,0380731150,eng,352,2233,109,9/4/2001,Avon
The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05,0380731959,eng,389,12389,364,1/5/2000,Avon
The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,3.91,0786710659,eng,512,161,9,9/20/2002,Running Press
The Best American Classics,Cook's Illustrated Magazine/John  Burgoyne,4.14,1933615036,eng,421,35,4,9/1/2006,Cook's Illustrated
Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.57,0936184922,eng,206,37,1,11/15/2005,America's Test Kitchen
Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.69,0936184728,eng,212,26,0,11/15/2003,Boston Common Press
Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.53,0964017938,eng,232,15,1,12/1/1995,Cook's Illustrated
Zelda's Cut,Philippa Gregory,2.94,0006511775,eng,432,65,12,2/1/2001,HarperCollins Publishers
Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,3.85,0375806156,eng,73,6361,209,9/24/2002,Random House Books for Young Readers
Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,4.38,1421506742,eng,192,1598,22,6/6/2006,VIZ Media LLC
Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09,1591164591,eng,200,891,13,8/10/2004,VIZ Media LLC
Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon/Peter Davison,3.0,1580070914,eng,104,6,0,4/1/2006,Specialty Press
1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,3.46,0486256073,eng,32,11,1,4/1/1988,Dover Publications
Gold Rage (Wilderness  #27),David   Robbins/David Thompson,4.31,0843945192,eng,170,16,0,5/1/1999,Leisure Books
Asfixia,Chuck Palahniuk,3.7,9875661708,eng,336,47,2,9/1/2006,Debolsillo
Expectant Father,Melinda Curtis,3.6,0373713010,eng,304,40,2,12/15/2011,Harlequin Special Releases
Horse Heaven,Jane Smiley,3.88,0804119430,eng,640,4583,328,8/26/2003,Ballantine Books
White Oleander,Janet Fitch,3.96,0316182540,eng,446,301784,6170,9/1/2001,Little  Brown and Company
The Night Remembers (Night  #1),Kathleen Eagle,3.79,0380784912,eng,355,228,25,6/1/1998,HarperTorch
The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,0345476999,eng,355,27697,1190,9/12/2006,Ballantine Books
Vanish (Rizzoli & Isles  #5),Tess Gerritsen,4.12,0345476980,eng,401,46863,1157,8/29/2006,Ballantine Books
Call After Midnight & Under The Knife,Tess Gerritsen,3.99,037377172X,en-US,555,249,20,4/25/2006,Harlequin
The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,4.13,0553815024,eng,419,33678,1099,1/17/2005,Bantem Press
Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.17,034545894X,en-US,432,36595,1205,7/26/2005,Ballantine Books
Life Support,Tess Gerritsen,3.99,0671553046,eng,400,11151,352,8/1/1998,Pocket Books
The Family that Couldn't Sleep,D.T. Max,3.91,1400062454,eng,299,4568,350,9/5/2006,Random House (NY)
River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,3.98,0465069908,en-US,172,5891,192,8/23/1996,HarperCollinsPublishers
Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18,0345346297,eng,271,15444,475,12/12/1986,Ballantine Books
Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97,1593074069,eng,216,1848,66,11/15/2005,Dark Horse Manga
Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,4.03,0395877431,en-US,368,686,64,11/14/1997,Mariner Books
A Mad People's History of Madness,Dale Peterson,4.33,0822953315,eng,384,9,0,3/15/1982,University of Pittsburgh Press
A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,0743202414,eng,304,5040,590,3/12/2002,Scribner
Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,4.05,0875526020,eng,204,534,50,6/1/1998,P & R Publishing
Blame!  Vol. 7,Tsutomu Nihei,4.3,1595328408,eng,210,785,13,2/1/2007,TokyoPop
The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,3.87,0679887431,en-US,32,745,28,10/7/1997,Random House Books for Young Readers
Blame!  Vol. 8,Tsutomu Nihei,4.26,1595328416,eng,216,762,13,5/1/2007,TokyoPop
The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.88,0415926300,eng,320,5,0,3/25/2000,Routledge
Blame It on Paris,Laura Florand,3.53,0765315084,eng,384,358,63,10/3/2006,Forge Books
No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,3.78,0099493675,eng,352,96,17,9/7/2006,Arrow
Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers' Institute,3.57,1571458689,eng,240,7,1,11/1/2002,Portable Press
Who's To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,3.36,0553285556,eng,152,406,5,6/1/1990,Bantam
Blame! #1,Tsutomu Nihei,4.1,2723431029,fre,245,18,5,3/20/2000,Glénat
Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,4.04,034549279X,eng,224,686,8,10/31/2006,Del Rey
Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,4.09,0345492803,eng,224,609,3,1/30/2007,Del Rey
Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/大暮 維人,3.92,0345492781,eng,224,1875,37,7/25/2006,Del Rey
Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/大暮 維人,4.07,0345492811,en-GB,224,467,2,5/1/2007,Del Rey
Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,4.54,0765804719,eng,677,96,9,1/1/1980,Basic Books
Mutant Message Down Under,Marlo Morgan,3.79,0060723513,eng,187,11224,1249,5/25/2004,Harper Perennial
Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,3.81,1932442529,eng,253,305,8,11/1/2005,Green Ronin Publishing
Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,0142004820,eng,448,3040,200,1/25/2005,Penguin Books
The New Mutants Classic  Vol. 1,Chris Claremont/Bob McLeod,3.75,0785121943,eng,240,697,43,5/3/2006,Marvel
James Dean: The Mutant King: A Biography,David Dalton,4.07,155652398X,eng,384,491,29,9/1/2001,Chicago Review Press
Dry,Augusten Burroughs,4.03,0312423799,eng,293,77100,3112,4/1/2004,Picador USA
Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.29,0936197447,en-US,332,792,138,11/8/2002,Harbor Press
El Retrato De Dorian Gray,Oscar Wilde,4.08,849531178X,spa,251,43,5,4/7/2006,Mestas Ediciones
Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.83,0743485041,eng,336,1604,146,1/1/2005,Simon  Schuster
Henry IV  Part 2,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.8,074348505X,eng,400,692,89,1/1/2006,Simon  Schuster
Henry IV  part II,William Shakespeare,3.8,0141016701,eng,336,22,4,4/26/2005,Penguin UK
